"D1","Territorio","D2","Tipo dato","D7","Sesso","D8","Classe di età","D9","Paese di nascita","D10","Qualifica professionale","D13","Seleziona periodo","Value","Flag Codes","Flags"
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","3","non indicato","Y_GE15","15 anni e più","WORLD","Mondo","2","dirigente","2017","2017",4,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","3","quadro","2016","2016",55.91,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","3","quadro","2017","2017",78.76,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","3","quadro","2016","2016",58752.78,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","3","quadro","2017","2017",59315.12,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","3","quadro","2016","2016",125.1,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","3","quadro","2017","2017",161.38,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","3","non indicato","NSP","non indicato","WORLD","Mondo","3","quadro","2016","2016",5.04,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","3","non indicato","NSP","non indicato","WORLD","Mondo","3","quadro","2017","2017",2,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","4","impiegato","2016","2016",24403.65,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","4","impiegato","2017","2017",24121.32,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","4","impiegato","2016","2016",342663.96,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","4","impiegato","2017","2017",338471.04,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","4","impiegato","2016","2016",102966.87,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","4","impiegato","2017","2017",106641.31,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","4","impiegato","2016","2016",25699.79,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","4","impiegato","2017","2017",24918.25,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","4","impiegato","2016","2016",655859.19,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","4","impiegato","2017","2017",645578.22,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","NSP","non indicato","WORLD","Mondo","4","impiegato","2016","2016",116.4,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","NSP","non indicato","WORLD","Mondo","4","impiegato","2017","2017",48.09,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","IT","Italia","6","operaio","2016","2016",325485.5,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","IT","Italia","6","operaio","2017","2017",335560.8,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","6","operaio","2016","2016",30361.73,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","6","operaio","2017","2017",32193.67,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","6","operaio","2016","2016",169241.75,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","6","operaio","2017","2017",181853.41,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","6","operaio","2016","2016",67759.05,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","6","operaio","2017","2017",72102.39,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","7","apprendista","2016","2016",20708.77,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","7","apprendista","2017","2017",22803.76,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","7","apprendista","2016","2016",16902.09,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","7","apprendista","2017","2017",18866.26,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","7","apprendista","2016","2016",3026.06,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","7","apprendista","2017","2017",2967.78,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","7","apprendista","2016","2016",13.98,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","7","apprendista","2017","2017",36.3,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","7","apprendista","2016","2016",12358.81,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","7","apprendista","2017","2017",14268.12,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","7","apprendista","2016","2016",35598.38,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","7","apprendista","2017","2017",39147.65,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","IT","Italia","7","apprendista","2016","2016",30.83,,
"ITE4","Lazio","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","IT","Italia","7","apprendista","2017","2017",88.76,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","IT","Italia","2","dirigente","2016","2016",1211.21,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","IT","Italia","2","dirigente","2017","2017",1191.23,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","IT","Italia","2","dirigente","2016","2016",426.62,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","IT","Italia","2","dirigente","2017","2017",390.05,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","IT","Italia","2","dirigente","2016","2016",778.67,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","IT","Italia","2","dirigente","2017","2017",797.17,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","2","dirigente","2016","2016",1.07,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","2","dirigente","2017","2017",1.16,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","WORLD","Mondo","2","dirigente","2016","2016",525.57,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","WORLD","Mondo","2","dirigente","2017","2017",489.8,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","2","dirigente","2016","2016",877.81,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","2","dirigente","2017","2017",899.44,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","2","dirigente","2016","2016",6.99,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","2","dirigente","2017","2017",5.17,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","3","quadro","2016","2016",6.56,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","3","quadro","2017","2017",13.34,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","3","quadro","2016","2016",1479.18,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","3","quadro","2017","2017",1482.02,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","3","quadro","2016","2016",824.38,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","3","quadro","2017","2017",763.81,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","3","quadro","2016","2016",645.11,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","3","quadro","2017","2017",709.24,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","3","quadro","2016","2016",9.69,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","3","quadro","2017","2017",8.83,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","3","quadro","2016","2016",5748.83,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","3","quadro","2017","2017",5751.32,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","IT","Italia","3","quadro","2016","2016",2565.33,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","IT","Italia","3","quadro","2017","2017",2424.86,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","IT","Italia","3","quadro","2016","2016",3167.25,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","IT","Italia","3","quadro","2017","2017",3304.29,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","IT","Italia","6","operaio","2016","2016",39797.76,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","IT","Italia","6","operaio","2017","2017",41480.69,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","IT","Italia","6","operaio","2016","2016",19840.15,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","IT","Italia","6","operaio","2017","2017",20023.93,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","IT","Italia","6","operaio","2016","2016",11031.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","IT","Italia","6","operaio","2017","2017",12132.99,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","6","operaio","2016","2016",5489.91,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","WORLD","Mondo","6","operaio","2017","2017",6079.36,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","WORLD","Mondo","6","operaio","2016","2016",81277.03,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","WORLD","Mondo","6","operaio","2017","2017",86754.52,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","WORLD","Mondo","6","operaio","2016","2016",42416.85,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","WORLD","Mondo","6","operaio","2017","2017",43849.66,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","6","operaio","2016","2016",21904.37,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","WORLD","Mondo","6","operaio","2017","2017",24629.07,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","6","operaio","2016","2016",12839.77,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","IT","Italia","6","operaio","2017","2017",13745.51,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","7","apprendista","2016","2016",3173.13,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","WORLD","Mondo","7","apprendista","2017","2017",3273.93,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","7","apprendista","2016","2016",1267.31,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","7","apprendista","2017","2017",1328.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","7","apprendista","2016","2016",23.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","7","apprendista","2017","2017",24.18,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","7","apprendista","2016","2016",1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","7","apprendista","2017","2017",1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","7","apprendista","2016","2016",1141.71,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","7","apprendista","2017","2017",1192.53,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","7","apprendista","2016","2016",4123.68,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","7","apprendista","2017","2017",4225.89,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","IT","Italia","7","apprendista","2016","2016",44.82,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","IT","Italia","7","apprendista","2017","2017",48.85,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","IT","Italia","7","apprendista","2016","2016",2.97,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE50","50 anni e più","IT","Italia","7","apprendista","2017","2017",2.58,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","6","operaio","2016","2016",113171.73,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y_GE15","15 anni e più","IT","Italia","6","operaio","2017","2017",115751.25,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","WORLD","Mondo","7","apprendista","2016","2016",1698.27,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","WORLD","Mondo","7","apprendista","2017","2017",1861.67,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","WORLD","Mondo","7","apprendista","2016","2016",27.85,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","WORLD","Mondo","7","apprendista","2017","2017",34.15,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","IT","Italia","7","apprendista","2016","2016",1330.46,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","IT","Italia","7","apprendista","2017","2017",1495.48,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","IT","Italia","7","apprendista","2016","2016",1031.45,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","IT","Italia","7","apprendista","2017","2017",1175.16,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","WORLD","Mondo","7","apprendista","2016","2016",2279.22,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y15-29","15-29 anni","WORLD","Mondo","7","apprendista","2017","2017",2591.21,,
"ITG2","Sardegna","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","3","non indicato","NSP","non indicato","NAL","Non allocato","99","totale","2016","2016",0.08,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","2","dirigente","2016","2016",30.13,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","WORLD","Mondo","2","dirigente","2017","2017",27.99,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","IT","Italia","2","dirigente","2016","2016",250.38,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","9","totale","Y30-49","30-49 anni","IT","Italia","2","dirigente","2017","2017",249.94,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","WORLD","Mondo","3","quadro","2016","2016",1045.19,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","WORLD","Mondo","3","quadro","2017","2017",1041.74,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","IT","Italia","3","quadro","2016","2016",285.27,,
"ITD2","Provincia Autonoma Trento","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","IT","Italia","3","quadro","2017","2017",314.26,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","WORLD","Mondo","4","impiegato","2016","2016",90482.12,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE15","15 anni e più","WORLD","Mondo","4","impiegato","2017","2017",91561.51,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","WORLD","Mondo","4","impiegato","2016","2016",54376.1,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y30-49","30-49 anni","WORLD","Mondo","4","impiegato","2017","2017",54420.68,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","WORLD","Mondo","4","impiegato","2016","2016",24690.06,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y_GE50","50 anni e più","WORLD","Mondo","4","impiegato","2017","2017",25893.84,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","IT","Italia","4","impiegato","2016","2016",11094.51,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","1","maschi","Y15-29","15-29 anni","IT","Italia","4","impiegato","2017","2017",10857.82,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","IT","Italia","4","impiegato","2016","2016",105276.25,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","IT","Italia","4","impiegato","2017","2017",107095.68,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","IT","Italia","4","impiegato","2016","2016",69704.97,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y30-49","30-49 anni","IT","Italia","4","impiegato","2017","2017",69981.07,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","IT","Italia","4","impiegato","2016","2016",17539.12,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","IT","Italia","4","impiegato","2017","2017",19222.31,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","3","non indicato","Y_GE15","15 anni e più","WORLD","Mondo","4","impiegato","2017","2017",113.74,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","6","operaio","2016","2016",117471.09,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE15","15 anni e più","WORLD","Mondo","6","operaio","2017","2017",121772.72,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","6","operaio","2016","2016",26231.47,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y_GE50","50 anni e più","WORLD","Mondo","6","operaio","2017","2017",28220.42,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","6","operaio","2016","2016",27819.8,,
"ITF3","Campania","AENTEMPYAA","numero dipendenti delle imprese attive (valori medi annui)","2","femmine","Y15-29","15-29 anni","IT","Italia","6","operaio","2017","2017",28860.49,,
